TITLE,test
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,test
DATE,25/06/19
TIME,17:36:41
SPECTROMETER/DATA SYSTEM,
LOCALE,1041
RESOLUTION,
DELTAX,0.482117
XUNITS,1/CM
YUNITS,ABSORBANCE
FIRSTX,  999.9101
LASTX, 7000.3350
NPOINTS,   12447
FIRSTY,     0.48231
MAXY,     4.04303
MINY,     0.03693
XYDATA
1204.8097,0.160043
1205.2919,0.160054
1205.7739,0.160093
1206.2561,0.160158
1206.7382,0.160243
1207.2203,0.160348
1207.7024,0.160476
1208.1846,0.160632
1208.6666,0.160818
1209.1488,0.161033
1209.6309,0.161274
1210.1130,0.161535
1210.5951,0.161815
1211.0773,0.162121
1211.5593,0.162462
1212.0415,0.162847
1212.5236,0.163278
1213.0057,0.163747
1213.4878,0.164245
1213.9700,0.164762
1214.4520,0.165296
1214.9342,0.165849
1215.4163,0.166428
1215.8984,0.16704
1216.3805,0.167688
1216.8627,0.168374
1217.3447,0.169097
1217.8269,0.169853
1218.3090,0.17064
1218.7911,0.171456
1219.2732,0.1723
1219.7554,0.173181
1220.2374,0.174106
1220.7196,0.175087
1221.2017,0.176126
1221.6838,0.177217
1222.1659,0.178346
1222.6481,0.179502
1223.1301,0.180679
1223.6123,0.181889
1224.0944,0.183157
1224.5765,0.184511
1225.0586,0.185966
1225.5408,0.187527
1226.0228,0.18918
1226.5050,0.190914
1226.9871,0.19272
1227.4692,0.1946
1227.9513,0.196564
1228.4335,0.198621
1228.9155,0.200782
1229.3977,0.203055
1229.8798,0.205452
1230.3619,0.207981
1230.8440,0.210648
1231.3262,0.213458
1231.8082,0.216413
1232.2904,0.219517
1232.7725,0.222778
1233.2546,0.226209
1233.7367,0.229824
1234.2189,0.233636
1234.7009,0.237657
1235.1831,0.241903
1235.6652,0.246392
1236.1473,0.25115
1236.6294,0.25621
1237.1116,0.261609
1237.5936,0.267385
1238.0758,0.273571
1238.5579,0.280198
1239.0400,0.287297
1239.5221,0.294904
1240.0043,0.303061
1240.4863,0.311816
1240.9685,0.321219
1241.4506,0.33132
1241.9327,0.342175
1242.4148,0.353853
1242.8970,0.366431
1243.3790,0.379985
1243.8612,0.394576
1244.3433,0.410245
1244.8254,0.427022
1245.3075,0.444948
1245.7897,0.464084
1246.2717,0.484506
1246.7539,0.506286
1247.2360,0.529476
1247.7181,0.554096
1248.2002,0.580135
1248.6824,0.607562
1249.1644,0.636312
1249.6466,0.666284
1250.1287,0.697327
1250.6108,0.729228
1251.0929,0.761713
1251.5751,0.794437
1252.0571,0.82698
1252.5393,0.858832
1253.0214,0.889377
1253.5035,0.917899
1253.9856,0.943604
1254.4678,0.965666
1254.9498,0.983267
1255.4320,0.995628
1255.9141,1.00205
1256.3962,1.00201
1256.8783,0.995264
1257.3605,0.981932
1257.8425,0.962446
1258.3247,0.937373
1258.8068,0.90731
1259.2889,0.872942
1259.7710,0.835213
1260.2532,0.79538
1260.7352,0.754814
1261.2174,0.714672
1261.6995,0.67568
1262.1816,0.638175
1262.6637,0.602322
1263.1459,0.568289
1263.6279,0.536285
1264.1101,0.50648
1264.5922,0.478925
1265.0743,0.453548
1265.5564,0.430223
1266.0386,0.408836
1266.5206,0.38929
1267.0028,0.371476
1267.4849,0.355241
1267.9670,0.34041
1268.4491,0.326824
1268.9313,0.314368
1269.4133,0.302953
1269.8955,0.292488
1270.3776,0.282861
1270.8597,0.273957
1271.3418,0.265698
1271.8240,0.258052
1272.3060,0.251013
1272.7882,0.244557
1273.2703,0.238622
1273.7524,0.233124
1274.2345,0.227986
1274.7167,0.223162
1275.1987,0.218638
1275.6809,0.214411
1276.1630,0.210471
1276.6451,0.206796
1277.1272,0.203358
1277.6094,0.200135
1278.0914,0.197113
1278.5736,0.19428
1279.0557,0.19163
1279.5378,0.18915
1280.0199,0.186832
1280.5021,0.184667
1280.9841,0.182646
1281.4663,0.180756
1281.9484,0.178981
1282.4305,0.177304
1282.9126,0.175718
1283.3948,0.174223
1283.8768,0.172826
1284.3590,0.171527
1284.8411,0.170318
1285.3232,0.169183
1285.8053,0.168103
1286.2875,0.167068
1286.7695,0.166082
1287.2517,0.165162
1287.7338,0.164323
1288.2159,0.16357
1288.6980,0.162892
1289.1802,0.16227
1289.6622,0.161686
1290.1444,0.161133
1290.6265,0.160609
1291.1086,0.160115
1291.5907,0.159653
1292.0729,0.159223
1292.5549,0.158827
1293.0371,0.158467
1293.5192,0.158142
1294.0013,0.157847
1294.4834,0.157569
1294.9656,0.157303
1295.4476,0.157052
1295.9298,0.156829
1296.4119,0.156651
1296.8940,0.156522
1297.3761,0.156431
1297.8583,0.156356
1298.3403,0.156281
1298.8225,0.156203
1299.3046,0.156133
1299.7867,0.156087
1300.2688,0.156075
1300.7510,0.156096
1301.2330,0.156143
1301.7152,0.156211
1302.1973,0.156297
1302.6794,0.156404
1303.1615,0.156534
1303.6437,0.156686
1304.1257,0.156864
1304.6079,0.157071
1305.0900,0.157313
1305.5721,0.157592
1306.0542,0.157904
1306.5364,0.158245
1307.0184,0.158615
1307.5006,0.159024
1307.9827,0.15949
1308.4648,0.16003
1308.9469,0.160645
1309.4291,0.161318
1309.9111,0.162023
1310.3933,0.16274
1310.8754,0.163462
1311.3575,0.164201
1311.8396,0.164981
1312.3218,0.165818
1312.8038,0.166712
1313.2860,0.167636
1313.7681,0.168549
1314.2502,0.169405
1314.7323,0.170171
1315.2145,0.170819
1315.6965,0.171337
1316.1787,0.171717
1316.6608,0.171967
1317.1429,0.172104
1317.6250,0.172158
1318.1072,0.172158
1318.5892,0.172136
1319.0714,0.172118
1319.5535,0.172125
1320.0356,0.172168
1320.5177,0.172247
1320.9999,0.172353
1321.4819,0.172474
1321.9641,0.1726
1322.4462,0.172732
1322.9283,0.172878
1323.4104,0.173052
1323.8926,0.173266
1324.3746,0.173523
1324.8568,0.173817
1325.3389,0.174134
1325.8210,0.174466
1326.3031,0.174811
1326.7853,0.175175
1327.2673,0.175572
1327.7495,0.176008
1328.2316,0.176488
1328.7137,0.177006
1329.1958,0.177558
1329.6780,0.178138
1330.1600,0.178742
1330.6422,0.179367
1331.1243,0.180008
1331.6064,0.180669
1332.0885,0.181364
1332.5707,0.182111
1333.0527,0.182917
1333.5349,0.183776
1334.0170,0.184664
1334.4991,0.185558
1334.9812,0.186453
1335.4634,0.187358
1335.9454,0.188288
1336.4276,0.189241
1336.9097,0.190197
1337.3918,0.191128
1337.8739,0.192034
1338.3561,0.192959
1338.8381,0.193989
1339.3203,0.195219
1339.8024,0.196686
1340.2845,0.19833
1340.7666,0.200034
1341.2488,0.201703
1341.7308,0.203308
1342.2130,0.20487
1342.6951,0.206435
1343.1772,0.208042
1343.6593,0.209713
1344.1415,0.211454
1344.6235,0.213262
1345.1057,0.215137
1345.5878,0.217081
1346.0699,0.219089
1346.5520,0.221144
1347.0342,0.223235
1347.5162,0.225369
1347.9984,0.227581
1348.4805,0.229912
1348.9626,0.232375
1349.4447,0.23495
1349.9269,0.237605
1350.4089,0.240332
1350.8911,0.243149
1351.3732,0.246071
1351.8553,0.249077
1352.3374,0.252118
1352.8196,0.255171
1353.3016,0.258285
1353.7838,0.261572
1354.2659,0.265125
1354.7480,0.268942
1355.2301,0.272924
1355.7123,0.276976
1356.1943,0.281094
1356.6765,0.285363
1357.1586,0.28986
1357.6407,0.294577
1358.1228,0.299429
1358.6050,0.304351
1359.0870,0.309367
1359.5692,0.314558
1360.0513,0.319974
1360.5334,0.325585
1361.0155,0.331373
1361.4977,0.337493
1361.9797,0.344331
1362.4619,0.352282
1362.9440,0.361328
1363.4261,0.370882
1363.9082,0.380256
1364.3904,0.389209
1364.8724,0.398008
1365.3546,0.40709
1365.8367,0.416778
1366.3188,0.427178
1366.8009,0.438297
1367.2831,0.450219
1367.7651,0.463184
1368.2473,0.477435
1368.7294,0.492968
1369.2115,0.509469
1369.6936,0.52655
1370.1758,0.54405
1370.6578,0.562073
1371.1400,0.580801
1371.6221,0.60036
1372.1042,0.620941
1372.5863,0.643136
1373.0685,0.668194
1373.5505,0.697721
1374.0327,0.732519
1374.5148,0.771352
1374.9969,0.81149
1375.4790,0.850966
1375.9612,0.89
1376.4432,0.930471
1376.9254,0.974694
1377.4075,1.02447
1377.8896,1.08057
1378.3717,1.14265
1378.8539,1.20979
1379.3359,1.28125
1379.8181,1.35693
1380.3002,1.4372
1380.7823,1.52242
1381.2644,1.61263
1381.7466,1.70752
1382.2286,1.80639
1382.7108,1.90812
1383.1929,2.01083
1383.6750,2.11196
1384.1571,2.20853
1384.6393,2.2975
1385.1213,2.37607
1385.6035,2.44198
1386.0856,2.49428
1386.5677,2.53385
1387.0498,2.56282
1387.5320,2.58316
1388.0140,2.59622
1388.4962,2.60341
1388.9783,2.60585
1389.4604,2.60285
1389.9425,2.5914
1390.4247,2.56778
1390.9067,2.53089
1391.3889,2.48352
1391.8710,2.42949
1392.3531,2.36983
1392.8352,2.30136
1393.3174,2.21806
1393.7994,2.11508
1394.2816,1.99547
1394.7637,1.87344
1395.2458,1.76557
1395.7279,1.67894
1396.2101,1.61063
1396.6921,1.5541
1397.1743,1.50338
1397.6564,1.4544
1398.1385,1.40567
1398.6206,1.35928
1399.1028,1.31994
1399.5848,1.29116
1400.0670,1.27274
1400.5491,1.26214
1401.0313,1.25684
1401.5133,1.25531
1401.9955,1.25674
1402.4775,1.26067
1402.9597,1.2668
1403.4418,1.27507
1403.9240,1.28569
1404.4060,1.29876
1404.8882,1.3137
1405.3702,1.32902
1405.8524,1.34319
1406.3345,1.35556
1406.8167,1.36634
1407.2987,1.37595
1407.7809,1.38454
1408.2629,1.39188
1408.7451,1.39746
1409.2272,1.4007
1409.7094,1.40113
1410.1914,1.39847
1410.6736,1.39266
1411.1556,1.38381
1411.6378,1.37199
1412.1199,1.35716
1412.6021,1.33935
1413.0841,1.31892
1413.5663,1.29655
1414.0483,1.27275
1414.5305,1.24745
1415.0126,1.22012
1415.4948,1.19047
1415.9768,1.15928
1416.4590,1.12838
1416.9410,1.09946
1417.4232,1.07268
1417.9053,1.04598
1418.3875,1.01576
1418.8695,0.98038
1419.3517,0.944572
1419.8337,0.915887
1420.3159,0.896445
1420.7980,0.88335
1421.2802,0.873267
1421.7622,0.864158
1422.2444,0.855147
1422.7264,0.846226
1423.2086,0.83812
1423.6907,0.831958
1424.1729,0.828498
1424.6549,0.827631
1425.1371,0.828812
1425.6191,0.831681
1426.1013,0.836183
1426.5834,0.842319
1427.0656,0.84994
1427.5476,0.858808
1428.0298,0.868939
1428.5118,0.880973
1428.9940,0.896174
1429.4761,0.915636
1429.9583,0.93896
1430.4403,0.963962
1430.9225,0.988458
1431.4045,1.01217
1431.8867,1.03671
1432.3688,1.06418
1432.8510,1.09534
1433.3330,1.1286
1433.8152,1.16075
1434.2972,1.18929
1434.7794,1.21418
1435.2615,1.23796
1435.7437,1.26486
1436.2257,1.29801
1436.7079,1.33341
1437.1899,1.36041
1437.6721,1.37452
1438.1542,1.37943
1438.6364,1.37912
1439.1184,1.37503
1439.6006,1.36704
1440.0826,1.35476
1440.5648,1.33828
1441.0469,1.31831
1441.5291,1.29586
1442.0111,1.2719
1442.4933,1.24714
1442.9753,1.22199
1443.4575,1.19665
1443.9396,1.17139
1444.4218,1.14673
1444.9038,1.12349
1445.3860,1.10229
1445.8680,1.08315
1446.3502,1.06535
1446.8323,1.04771
1447.3145,1.02951
1447.7965,1.01148
1448.2787,0.995613
1448.7607,0.983352
1449.2429,0.974441
1449.7250,0.967659
1450.2072,0.961869
1450.6892,0.956466
1451.1714,0.951398
1451.6534,0.946982
1452.1356,0.943552
1452.6177,0.941155
1453.0999,0.939542
1453.5819,0.938391
1454.0641,0.937473
1454.5461,0.936666
1455.0283,0.935882
1455.5104,0.935016
1455.9926,0.933926
1456.4746,0.932515
1456.9568,0.930861
1457.4388,0.929179
1457.9210,0.927553
1458.4031,0.925888
1458.8853,0.924085
1459.3673,0.922054
1459.8495,0.919649
1460.3315,0.916648
1460.8137,0.912848
1461.2958,0.908207
1461.7780,0.902918
1462.2600,0.897315
1462.7422,0.891617
1463.2242,0.88568
1463.7064,0.878926
1464.1885,0.870685
1464.6707,0.861108
1465.1527,0.851702
1465.6349,0.844009
1466.1169,0.83813
1466.5991,0.833172
1467.0812,0.828261
1467.5634,0.822981
1468.0454,0.817405
1468.5276,0.811931
1469.0096,0.806957
1469.4918,0.802625
1469.9739,0.798792
1470.4561,0.795174
1470.9381,0.791454
1471.4203,0.78735
1471.9023,0.782822
1472.3845,0.778508
1472.8666,0.775483
1473.3488,0.773999
1473.8308,0.773413
1474.3130,0.773141
1474.7950,0.772949
1475.2772,0.772853
1475.7593,0.773011
1476.2415,0.773602
1476.7235,0.774662
1477.2057,0.776047
1477.6877,0.777585
1478.1699,0.779209
1478.6520,0.780946
1479.1342,0.782879
1479.6162,0.78514
1480.0984,0.787906
1480.5804,0.791346
1481.0626,0.795507
1481.5447,0.800252
1482.0269,0.805353
1482.5089,0.810676
1482.9911,0.816242
1483.4731,0.822125
1483.9553,0.828297
1484.4374,0.834579
1484.9196,0.840794
1485.4016,0.846989
1485.8838,0.853561
1486.3658,0.861064
1486.8480,0.869653
1487.3301,0.878633
1487.8123,0.886874
1488.2943,0.893824
1488.7765,0.900035
1489.2585,0.906906
1489.7407,0.915735
1490.2228,0.926194
1490.7050,0.936124
1491.1870,0.943896
1491.6692,0.949672
1492.1512,0.954307
1492.6334,0.958359
1493.1155,0.961944
1493.5977,0.964943
1494.0797,0.967212
1494.5619,0.968668
1495.0439,0.969274
1495.5261,0.969059
1496.0082,0.968205
1496.4904,0.967032
1496.9724,0.965682
1497.4546,0.963929
1497.9366,0.961399
1498.4188,0.957952
1498.9009,0.95392
1499.3831,0.949903
1499.8651,0.946232
1500.3473,0.942734
1500.8293,0.938995
1501.3115,0.934714
1501.7936,0.929888
1502.2758,0.924774
1502.7578,0.919691
1503.2400,0.914836
1503.7220,0.91024
1504.2042,0.905786
1504.6863,0.901058
1505.1685,0.894833
1505.6505,0.88428
1506.1327,0.86595
1506.6147,0.842845
1507.0969,0.824428
1507.5790,0.811443
1508.0612,0.798891
1508.5432,0.784585
1509.0254,0.769166
1509.5074,0.753882
1509.9896,0.739126
1510.4717,0.724144
1510.9539,0.70758
1511.4359,0.68846
1511.9181,0.66714
1512.4001,0.645343
1512.8823,0.624945
1513.3644,0.60671
1513.8466,0.590277
1514.3286,0.57493
1514.8108,0.560064
1515.2928,0.544991
1515.7750,0.528454
1516.2571,0.508893
1516.7393,0.486775
1517.2213,0.466206
1517.7035,0.45081
1518.1855,0.440394
1518.6677,0.432919
1519.1498,0.426482
1519.6320,0.419568
1520.1140,0.410671
1520.5962,0.398261
1521.0782,0.382599
1521.5604,0.368023
1522.0425,0.358222
1522.5247,0.352017
1523.0067,0.347184
1523.4889,0.34253
1523.9709,0.33743
1524.4531,0.331409
1524.9352,0.324291
1525.4174,0.31655
1525.8994,0.309154
1526.3816,0.302743
1526.8636,0.297129
1527.3458,0.29167
1527.8279,0.285965
1528.3101,0.280203
1528.7921,0.274885
1529.2743,0.270285
1529.7563,0.266251
1530.2385,0.262432
1530.7206,0.258572
1531.2028,0.254609
1531.6848,0.250597
1532.1670,0.246545
1532.6490,0.242323
1533.1312,0.237851
1533.6133,0.233503
1534.0955,0.229933
1534.5775,0.227321
1535.0597,0.225299
1535.5417,0.223437
1536.0239,0.221507
1536.5060,0.21947
1536.9882,0.217375
1537.4702,0.215242
1537.9524,0.212952
1538.4344,0.210169
1538.9166,0.206544
1539.3987,0.202604
1539.8809,0.199975
1540.3629,0.199048
1540.8451,0.198727
1541.3271,0.198206
1541.8093,0.19734
1542.2914,0.196332
1542.7736,0.195409
1543.2556,0.194637
1543.7378,0.193948
1544.2198,0.193265
1544.7020,0.192584
1545.1841,0.191977
1545.6663,0.19149
1546.1483,0.191078
1546.6305,0.190652
1547.1125,0.190145
1547.5947,0.189529
1548.0768,0.188801
1548.5590,0.187983
1549.0410,0.187139
1549.5232,0.186394
1550.0052,0.185872
1550.4874,0.185566
1550.9695,0.185341
1551.4517,0.185064
1551.9337,0.184672
1552.4159,0.184155
1552.8979,0.183529
1553.3801,0.182857
1553.8622,0.182266
1554.3444,0.181888
1554.8264,0.181698
1555.3086,0.181537
1555.7906,0.181274
1556.2728,0.180844
1556.7549,0.180197
1557.2371,0.179252
1557.7191,0.177907
1558.2013,0.176298
1558.6833,0.175714
1559.1655,0.17757
1559.6476,0.179971
1560.1298,0.181511
1560.6118,0.182394
1561.0940,0.182929
1561.5760,0.18327
1562.0582,0.183486
1562.5403,0.183616
1563.0225,0.183694
1563.5045,0.183778
1563.9867,0.183957
1564.4688,0.184336
1564.9509,0.18495
1565.4330,0.185702
1565.9152,0.186422
1566.3972,0.186979
1566.8794,0.187319
1567.3615,0.187451
1567.8436,0.187441
1568.3257,0.18745
1568.8079,0.187795
1569.2899,0.188817
1569.7721,0.190402
1570.2542,0.19197
1570.7363,0.193178
1571.2184,0.194081
1571.7006,0.194849
1572.1826,0.19559
1572.6648,0.196314
1573.1469,0.196956
1573.6290,0.197431
1574.1111,0.197705
1574.5933,0.197831
1575.0753,0.197999
1575.5575,0.198594
1576.0396,0.199987
1576.5217,0.201923
1577.0038,0.203677
1577.4860,0.20498
1577.9680,0.205994
1578.4502,0.206916
1578.9323,0.207848
1579.4144,0.208814
1579.8965,0.209789
1580.3787,0.210748
1580.8607,0.211689
1581.3429,0.212634
1581.8250,0.213609
1582.3071,0.214623
1582.7892,0.21567
1583.2714,0.216738
1583.7534,0.217824
1584.2356,0.218933
