TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,23/01/11
TIME,16:49:31
SPECTROMETER/DATA SYSTEM,
LOCALE,1041
RESOLUTION,
DELTAX,0.482117
XUNITS,1/CM
YUNITS,ABSORBANCE
FIRSTX,  999.9101
LASTX, 7000.3350
NPOINTS,   12447
FIRSTY,     0.57254
MAXY,     1.22001
MINY,     0.02524
XYDATA
1115.6182,0.19873
1116.1002,0.19751
1116.5824,0.196408
1117.0645,0.195361
1117.5466,0.194319
1118.0287,0.193273
1118.5109,0.192259
1118.9929,0.191331
1119.4751,0.190526
1119.9572,0.189838
1120.4393,0.189223
1120.9214,0.188619
1121.4036,0.187979
1121.8856,0.187293
1122.3678,0.186577
1122.8499,0.18586
1123.3320,0.185162
1123.8141,0.184497
1124.2963,0.18388
1124.7783,0.183331
1125.2605,0.182872
1125.7426,0.182511
1126.2247,0.182229
1126.7068,0.181987
1127.1890,0.181751
1127.6710,0.181507
1128.1532,0.181271
1128.6353,0.181058
1129.1174,0.180858
1129.5995,0.18063
1130.0817,0.180321
1130.5637,0.179911
1131.0459,0.179437
1131.5280,0.178986
1132.0101,0.178649
1132.4922,0.178479
1132.9744,0.17846
1133.4564,0.178523
1133.9386,0.178585
1134.4207,0.178588
1134.9028,0.178516
1135.3849,0.178394
1135.8671,0.178271
1136.3491,0.178197
1136.8313,0.178218
1137.3134,0.178358
1137.7955,0.178616
1138.2776,0.178965
1138.7598,0.179356
1139.2418,0.179745
1139.7240,0.18011
1140.2061,0.18047
1140.6882,0.180878
1141.1703,0.181397
1141.6525,0.182072
1142.1345,0.182918
1142.6167,0.18391
1143.0988,0.185005
1143.5809,0.186165
1144.0630,0.187372
1144.5452,0.188641
1145.0272,0.190014
1145.5094,0.191555
1145.9915,0.193335
1146.4736,0.195413
1146.9557,0.197827
1147.4379,0.200583
1147.9199,0.203667
1148.4021,0.207064
1148.8842,0.210791
1149.3663,0.214907
1149.8484,0.219509
1150.3306,0.224698
1150.8126,0.23055
1151.2948,0.237101
1151.7769,0.24436
1152.2590,0.252333
1152.7411,0.261039
1153.2233,0.270491
1153.7053,0.280661
1154.1875,0.291443
1154.6696,0.302662
1155.1517,0.314131
1155.6338,0.325739
1156.1160,0.337521
1156.5980,0.349668
1157.0802,0.362464
1157.5623,0.376167
1158.0444,0.390883
1158.5265,0.406464
1159.0087,0.42245
1159.4907,0.438079
1159.9729,0.452349
1160.4550,0.464157
1160.9371,0.472501
1161.4192,0.476677
1161.9014,0.476436
1162.3834,0.47201
1162.8656,0.46402
1163.3477,0.453288
1163.8298,0.440659
1164.3119,0.426863
1164.7941,0.412472
1165.2761,0.397907
1165.7583,0.383491
1166.2404,0.369485
1166.7225,0.356118
1167.2046,0.34359
1167.6868,0.332068
1168.1688,0.321689
1168.6510,0.312561
1169.1331,0.304772
1169.6152,0.298391
1170.0973,0.293465
1170.5795,0.290024
1171.0615,0.288081
1171.5437,0.287658
1172.0258,0.288807
1172.5079,0.291628
1172.9900,0.296279
1173.4722,0.302963
1173.9542,0.311907
1174.4364,0.323336
1174.9185,0.33745
1175.4006,0.354395
1175.8827,0.374217
1176.3649,0.396791
1176.8469,0.421735
1177.3291,0.448351
1177.8112,0.475646
1178.2933,0.50249
1178.7754,0.527878
1179.2576,0.551193
1179.7396,0.572327
1180.2218,0.591571
1180.7039,0.609324
1181.1860,0.625786
1181.6681,0.640786
1182.1503,0.653802
1182.6323,0.664157
1183.1145,0.671255
1183.5966,0.674744
1184.0787,0.674549
1184.5608,0.67081
1185.0430,0.663782
1185.5250,0.653783
1186.0072,0.641186
1186.4893,0.626424
1186.9714,0.609987
1187.4535,0.592394
1187.9357,0.574163
1188.4177,0.555786
1188.8999,0.53771
1189.3820,0.520328
1189.8641,0.503951
1190.3462,0.488799
1190.8284,0.475005
1191.3104,0.462633
1191.7926,0.451709
1192.2747,0.442232
1192.7568,0.434177
1193.2389,0.427489
1193.7211,0.422081
1194.2031,0.417854
1194.6853,0.414721
1195.1674,0.412626
1195.6495,0.411545
1196.1316,0.411472
1196.6138,0.4124
1197.0958,0.414303
1197.5780,0.417132
1198.0601,0.420815
1198.5422,0.425266
1199.0243,0.43039
1199.5065,0.436106
1199.9885,0.442351
1200.4707,0.449079
1200.9528,0.456238
1201.4349,0.463735
1201.9170,0.471409
1202.3992,0.479025
1202.8812,0.486291
1203.3634,0.492896
1203.8455,0.498542
1204.3276,0.502973
