TITLE,test
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,test
DATE,26/02/12
TIME,12:36:13
SPECTROMETER/DATA SYSTEM,
LOCALE,1041
RESOLUTION,
DELTAX,1.92847
XUNITS,1/CM
YUNITS,ABSORBANCE
FIRSTX,  998.9459
LASTX, 6001.3891
NPOINTS,    2595
FIRSTY,    -0.00283
MAXY,    -0.00267
MINY,    -0.00724
XYDATA
998.9459,-0.00283288
1000.8743,-0.00281697
1002.8028,-0.00280203
1004.7313,-0.00278476
1006.6597,-0.00276319
1008.5882,-0.00273762
1010.5167,-0.002711
1012.4451,-0.00268809
1014.3736,-0.00267374
1016.3021,-0.00267083
1018.2305,-0.00267912
1020.1590,-0.00269562
1022.0875,-0.00271629
1024.0160,-0.00273791
1025.9445,-0.00275895
1027.8729,-0.00277937
1029.8014,-0.00279975
1031.7299,-0.00282073
1033.6583,-0.00284284
1035.5868,-0.00286671
1037.5153,-0.0028929
1039.4437,-0.00292156
1041.3722,-0.00295214
1043.3007,-0.00298342
1045.2291,-0.00301398
1047.1576,-0.00304278
1049.0861,-0.00306956
1051.0145,-0.00309514
1052.9430,-0.00312145
1054.8715,-0.00315144
1056.7999,-0.00318833
1058.7284,-0.00323439
1060.6569,-0.00328955
1062.5853,-0.00335097
1064.5138,-0.0034139
1066.4423,-0.0034738
1068.3707,-0.00352841
1070.2992,-0.00357852
1072.2277,-0.00362678
1074.1561,-0.00367511
1076.0846,-0.00372249
1078.0131,-0.00376462
1079.9415,-0.00379597
1081.8700,-0.00381332
1083.7985,-0.00381836
1085.7269,-0.00381776
1087.6554,-0.00382
1089.5839,-0.00383108
1091.5123,-0.00385149
1093.4408,-0.00387648
1095.3693,-0.00389927
1097.2977,-0.00391477
1099.2262,-0.00392156
1101.1547,-0.00392114
1103.0831,-0.00391584
1105.0116,-0.00390746
1106.9401,-0.00389744
1108.8685,-0.00388776
1110.7970,-0.00388089
1112.7255,-0.00387838
1114.6539,-0.00387923
1116.5824,-0.00387996
1118.5109,-0.00387662
1120.4393,-0.0038675
1122.3678,-0.00385406
1124.2963,-0.00383935
1126.2247,-0.00382518
1128.1532,-0.00381051
1130.0817,-0.0037926
1132.0101,-0.00376993
1133.9386,-0.00374436
1135.8671,-0.00372061
1137.7955,-0.00370338
1139.7240,-0.00369415
1141.6525,-0.00369027
1143.5809,-0.0036868
1145.5094,-0.00367961
1147.4379,-0.00366746
1149.3663,-0.00365173
1151.2948,-0.00363441
1153.2233,-0.00361631
1155.1517,-0.00359693
1157.0802,-0.00357585
1159.0087,-0.00355437
1160.9371,-0.00353562
1162.8656,-0.00352282
1164.7941,-0.00351679
1166.7225,-0.00351468
1168.6510,-0.00351108
1170.5795,-0.00350121
1172.5079,-0.00348408
1174.4364,-0.00346349
1176.3649,-0.0034459
1178.2933,-0.00343645
1180.2218,-0.00343559
1182.1503,-0.00343861
1184.0787,-0.00343838
1186.0072,-0.00342962
1187.9357,-0.00341177
1189.8641,-0.00338904
1191.7926,-0.00336765
1193.7211,-0.00335227
1195.6495,-0.00334388
1197.5780,-0.00334001
1199.5065,-0.0033367
1201.4349,-0.0033307
1203.3634,-0.00332079
1205.2919,-0.00330778
1207.2203,-0.00329387
1209.1488,-0.00328181
1211.0773,-0.0032742
1213.0057,-0.00327259
1214.9342,-0.00327667
1216.8627,-0.003284
1218.7911,-0.00329064
1220.7196,-0.00329273
1222.6481,-0.00328806
1224.5765,-0.00327675
1226.5050,-0.00326069
1228.4335,-0.00324211
1230.3619,-0.00322264
1232.2904,-0.00320337
1234.2189,-0.00318543
1236.1473,-0.00317035
1238.0758,-0.00315934
1240.0043,-0.00315196
1241.9327,-0.00314552
1243.8612,-0.00313594
1245.7897,-0.00312002
1247.7181,-0.00309746
1249.6466,-0.00307124
1251.5751,-0.00304595
1253.5035,-0.00302524
1255.4320,-0.00301006
1257.3605,-0.00299882
1259.2889,-0.00298901
1261.2174,-0.00297903
1263.1459,-0.0029689
1265.0743,-0.00295951
1267.0028,-0.0029514
1268.9313,-0.00294422
1270.8597,-0.00293717
1272.7882,-0.00292986
1274.7167,-0.00292268
1276.6451,-0.00291641
1278.5736,-0.00291148
1280.5021,-0.00290773
1282.4305,-0.00290476
1284.3590,-0.00290265
1286.2875,-0.00290216
1288.2159,-0.00290422
1290.1444,-0.00290901
1292.0729,-0.0029155
1294.0013,-0.00292192
1295.9298,-0.00292679
1297.8583,-0.00292975
1299.7867,-0.00293158
1301.7152,-0.00293337
1303.6437,-0.00293566
1305.5721,-0.00293808
1307.5006,-0.0029397
1309.4291,-0.00293974
1311.3575,-0.00293799
1313.2860,-0.00293485
1315.2145,-0.00293112
1317.1429,-0.00292781
1319.0714,-0.0029261
1320.9999,-0.00292717
1322.9283,-0.00293189
1324.8568,-0.00294038
1326.7853,-0.0029517
1328.7137,-0.00296408
1330.6422,-0.00297542
1332.5707,-0.00298396
1334.4991,-0.00298878
1336.4276,-0.00299022
1338.3561,-0.00298984
1340.2845,-0.00298992
1342.2130,-0.00299243
1344.1415,-0.00299811
1346.0699,-0.00300611
1347.9984,-0.00301443
1349.9269,-0.00302082
1351.8553,-0.00302355
1353.7838,-0.00302193
1355.7123,-0.00301642
1357.6407,-0.00300841
1359.5692,-0.00300009
1361.4977,-0.00299414
1363.4261,-0.00299296
1365.3546,-0.00299766
1367.2831,-0.00300735
1369.2115,-0.00301936
1371.1400,-0.00303021
1373.0685,-0.00303708
1374.9969,-0.00303906
1376.9254,-0.00303749
1378.8539,-0.00303474
1380.7823,-0.0030326
1382.7108,-0.00303134
1384.6393,-0.00303012
1386.5677,-0.00302816
1388.4962,-0.00302573
